indicator,year,raw_value,value,municipality_code,municipality_name,district_code,district_name,section_code,section_name
Porcentaje de hogares unipersonales,2019,"25,8",25.8,28079,Madrid,2807912,Madrid distrito 12,,
Porcentaje de hogares unipersonales,2018,26,26.0,28079,Madrid,2807912,Madrid distrito 12,,
Porcentaje de hogares unipersonales,2017,"26,2",26.2,28079,Madrid,2807912,Madrid distrito 12,,
Porcentaje de hogares unipersonales,2016,"26,1",26.1,28079,Madrid,2807912,Madrid distrito 12,,
Población,2022,140.184,140184.0,28079,Madrid,2807912,Madrid distrito 12,,
Población,2021,137.816,137816.0,28079,Madrid,2807912,Madrid distrito 12,,
Población,2020,138.480,138480.0,28079,Madrid,2807912,Madrid distrito 12,,
Población,2019,139.535,139535.0,28079,Madrid,2807912,Madrid distrito 12,,
Población,2018,136.850,136850.0,28079,Madrid,2807912,Madrid distrito 12,,
Población,2017,134.598,134598.0,28079,Madrid,2807912,Madrid distrito 12,,
Población,2016,132.756,132756.0,28079,Madrid,2807912,Madrid distrito 12,,
Porcentaje de población española,2022,"75,4",75.4,28079,Madrid,2807912,Madrid distrito 12,,
Porcentaje de población española,2021,76,76.0,28079,Madrid,2807912,Madrid distrito 12,,
Porcentaje de población española,2020,"75,5",75.5,28079,Madrid,2807912,Madrid distrito 12,,
Porcentaje de población española,2019,76,76.0,28079,Madrid,2807912,Madrid distrito 12,,
Porcentaje de población española,2018,"77,8",77.8,28079,Madrid,2807912,Madrid distrito 12,,
Porcentaje de población española,2017,"79,3",79.3,28079,Madrid,2807912,Madrid distrito 12,,
Porcentaje de población española,2016,"80,7",80.7,28079,Madrid,2807912,Madrid distrito 12,,
Edad media de la población,2022,"46,1",46.1,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Edad media de la población,2021,"46,3",46.3,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Edad media de la población,2020,47,47.0,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Edad media de la población,2019,"46,3",46.3,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Edad media de la población,2018,"46,8",46.8,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Edad media de la población,2017,"46,8",46.8,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Edad media de la población,2016,"47,4",47.4,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Porcentaje de población menor de 18 años,2022,"14,4",14.4,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Porcentaje de población menor de 18 años,2021,"14,1",14.1,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Porcentaje de población menor de 18 años,2020,"12,7",12.7,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Porcentaje de población menor de 18 años,2019,"13,9",13.9,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Porcentaje de población menor de 18 años,2018,"13,2",13.2,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Porcentaje de población menor de 18 años,2017,"13,5",13.5,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Porcentaje de población menor de 18 años,2016,"11,4",11.4,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Porcentaje de población de 65 y más años,2022,"22,3",22.3,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Porcentaje de población de 65 y más años,2021,"21,7",21.7,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Porcentaje de población de 65 y más años,2020,21,21.0,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Porcentaje de población de 65 y más años,2019,"20,6",20.6,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Porcentaje de población de 65 y más años,2018,"20,4",20.4,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Porcentaje de población de 65 y más años,2017,20,20.0,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Porcentaje de población de 65 y más años,2016,"20,8",20.8,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Tamaño medio del hogar,2022,"2,5",2.5,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Tamaño medio del hogar,2021,"2,5",2.5,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Tamaño medio del hogar,2020,"2,5",2.5,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Tamaño medio del hogar,2019,"2,5",2.5,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Tamaño medio del hogar,2018,"2,5",2.5,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Tamaño medio del hogar,2017,"2,5",2.5,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Tamaño medio del hogar,2016,"2,5",2.5,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Porcentaje de hogares unipersonales,2022,"27,6",27.6,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Porcentaje de hogares unipersonales,2021,27,27.0,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Porcentaje de hogares unipersonales,2020,"26,5",26.5,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Porcentaje de hogares unipersonales,2019,"25,3",25.3,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Porcentaje de hogares unipersonales,2018,"25,7",25.7,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Porcentaje de hogares unipersonales,2017,"27,7",27.7,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Porcentaje de hogares unipersonales,2016,"27,2",27.2,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Población,2022,651,651.0,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Población,2021,645,645.0,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Población,2020,637,637.0,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Población,2019,656,656.0,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Población,2018,651,651.0,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Población,2017,644,644.0,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Población,2016,630,630.0,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Porcentaje de población española,2022,"94,8",94.8,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Porcentaje de población española,2021,"94,3",94.3,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Porcentaje de población española,2020,"94,4",94.4,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Porcentaje de población española,2019,"93,9",93.9,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Porcentaje de población española,2018,94,94.0,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Porcentaje de población española,2017,"95,2",95.2,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Porcentaje de población española,2016,"95,6",95.6,28079,Madrid,2807912,Madrid distrito 12,2807912001,Madrid sección 12001
Edad media de la población,2022,"47,2",47.2,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Edad media de la población,2021,"47,8",47.8,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Edad media de la población,2020,"48,6",48.6,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Edad media de la población,2019,"48,9",48.9,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Edad media de la población,2018,"49,4",49.4,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Edad media de la población,2017,"50,6",50.6,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Edad media de la población,2016,"51,7",51.7,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Porcentaje de población menor de 18 años,2022,"15,4",15.4,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Porcentaje de población menor de 18 años,2021,"14,8",14.8,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Porcentaje de población menor de 18 años,2020,"13,6",13.6,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Porcentaje de población menor de 18 años,2019,"13,9",13.9,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Porcentaje de población menor de 18 años,2018,"13,1",13.1,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Porcentaje de población menor de 18 años,2017,"12,8",12.8,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Porcentaje de población menor de 18 años,2016,"11,9",11.9,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Porcentaje de población de 65 y más años,2022,"24,3",24.3,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Porcentaje de población de 65 y más años,2021,25,25.0,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Porcentaje de población de 65 y más años,2020,"25,9",25.9,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Porcentaje de población de 65 y más años,2019,"27,2",27.2,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Porcentaje de población de 65 y más años,2018,"28,1",28.1,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Porcentaje de población de 65 y más años,2017,"30,3",30.3,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Porcentaje de población de 65 y más años,2016,"31,5",31.5,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Tamaño medio del hogar,2022,"2,4",2.4,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Tamaño medio del hogar,2021,"2,3",2.3,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Tamaño medio del hogar,2020,"2,3",2.3,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Tamaño medio del hogar,2019,"2,4",2.4,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Tamaño medio del hogar,2018,"2,4",2.4,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Tamaño medio del hogar,2017,"2,3",2.3,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Tamaño medio del hogar,2016,"2,3",2.3,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Porcentaje de hogares unipersonales,2022,"34,2",34.2,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Porcentaje de hogares unipersonales,2021,"35,1",35.1,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Porcentaje de hogares unipersonales,2020,"32,9",32.9,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Porcentaje de hogares unipersonales,2019,31,31.0,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Porcentaje de hogares unipersonales,2018,"31,1",31.1,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Porcentaje de hogares unipersonales,2017,"29,6",29.6,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Porcentaje de hogares unipersonales,2016,"31,1",31.1,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Población,2022,820,820.0,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Población,2021,793,793.0,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Población,2020,797,797.0,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Población,2019,791,791.0,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Población,2018,796,796.0,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Población,2017,772,772.0,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Población,2016,745,745.0,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Porcentaje de población española,2022,"88,8",88.8,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Porcentaje de población española,2021,"89,5",89.5,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Porcentaje de población española,2020,91,91.0,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Porcentaje de población española,2019,92,92.0,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Porcentaje de población española,2018,"93,4",93.4,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Porcentaje de población española,2017,"96,5",96.5,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Porcentaje de población española,2016,"96,6",96.6,28079,Madrid,2807912,Madrid distrito 12,2807912002,Madrid sección 12002
Edad media de la población,2022,"48,1",48.1,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Edad media de la población,2021,"48,8",48.8,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Edad media de la población,2020,"49,4",49.4,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Edad media de la población,2019,"49,8",49.8,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Edad media de la población,2018,"50,9",50.9,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Edad media de la población,2017,"51,9",51.9,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Edad media de la población,2016,"52,6",52.6,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Porcentaje de población menor de 18 años,2022,"15,1",15.1,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Porcentaje de población menor de 18 años,2021,"14,4",14.4,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Porcentaje de población menor de 18 años,2020,"14,1",14.1,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Porcentaje de población menor de 18 años,2019,"14,2",14.2,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Porcentaje de población menor de 18 años,2018,"14,4",14.4,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Porcentaje de población menor de 18 años,2017,"13,3",13.3,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Porcentaje de población menor de 18 años,2016,"13,2",13.2,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Porcentaje de población de 65 y más años,2022,"25,6",25.6,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Porcentaje de población de 65 y más años,2021,27,27.0,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Porcentaje de población de 65 y más años,2020,"28,4",28.4,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Porcentaje de población de 65 y más años,2019,"29,8",29.8,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Porcentaje de población de 65 y más años,2018,"32,1",32.1,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Porcentaje de población de 65 y más años,2017,"33,5",33.5,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Porcentaje de población de 65 y más años,2016,"35,5",35.5,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Tamaño medio del hogar,2022,"2,4",2.4,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Tamaño medio del hogar,2021,"2,5",2.5,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Tamaño medio del hogar,2020,"2,4",2.4,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Tamaño medio del hogar,2019,"2,5",2.5,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Tamaño medio del hogar,2018,"2,4",2.4,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Tamaño medio del hogar,2017,"2,3",2.3,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Tamaño medio del hogar,2016,"2,3",2.3,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Porcentaje de hogares unipersonales,2022,"34,7",34.7,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Porcentaje de hogares unipersonales,2021,"32,6",32.6,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Porcentaje de hogares unipersonales,2020,"32,2",32.2,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Porcentaje de hogares unipersonales,2019,"31,2",31.2,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Porcentaje de hogares unipersonales,2018,"31,6",31.6,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Porcentaje de hogares unipersonales,2017,"31,3",31.3,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Porcentaje de hogares unipersonales,2016,32,32.0,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Población,2022,1.260,1260.0,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Población,2021,1.261,1261.0,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Población,2020,1.259,1259.0,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Población,2019,1.264,1264.0,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Población,2018,1.220,1220.0,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Población,2017,1.187,1187.0,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Población,2016,1.178,1178.0,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Porcentaje de población española,2022,"90,8",90.8,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Porcentaje de población española,2021,"90,8",90.8,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Porcentaje de población española,2020,"90,3",90.3,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Porcentaje de población española,2019,"90,5",90.5,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Porcentaje de población española,2018,"92,1",92.1,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Porcentaje de población española,2017,"93,7",93.7,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Porcentaje de población española,2016,"94,6",94.6,28079,Madrid,2807912,Madrid distrito 12,2807912003,Madrid sección 12003
Edad media de la población,2022,"47,5",47.5,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Edad media de la población,2021,"48,5",48.5,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Edad media de la población,2020,"48,7",48.7,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Edad media de la población,2019,"49,6",49.6,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Edad media de la población,2018,"50,7",50.7,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Edad media de la población,2017,"51,7",51.7,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Edad media de la población,2016,"52,2",52.2,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Porcentaje de población menor de 18 años,2022,"14,6",14.6,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Porcentaje de población menor de 18 años,2021,"13,9",13.9,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Porcentaje de población menor de 18 años,2020,"13,7",13.7,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Porcentaje de población menor de 18 años,2019,"13,2",13.2,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Porcentaje de población menor de 18 años,2018,"13,1",13.1,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Porcentaje de población menor de 18 años,2017,12,12.0,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Porcentaje de población menor de 18 años,2016,"12,5",12.5,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Porcentaje de población de 65 y más años,2022,"26,1",26.1,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Porcentaje de población de 65 y más años,2021,"27,7",27.7,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Porcentaje de población de 65 y más años,2020,28,28.0,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Porcentaje de población de 65 y más años,2019,"30,1",30.1,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Porcentaje de población de 65 y más años,2018,"32,6",32.6,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Porcentaje de población de 65 y más años,2017,"35,1",35.1,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Porcentaje de población de 65 y más años,2016,"35,8",35.8,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Tamaño medio del hogar,2022,"2,5",2.5,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Tamaño medio del hogar,2021,"2,4",2.4,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Tamaño medio del hogar,2020,"2,4",2.4,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Tamaño medio del hogar,2019,"2,4",2.4,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Tamaño medio del hogar,2018,"2,3",2.3,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Tamaño medio del hogar,2017,"2,3",2.3,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Tamaño medio del hogar,2016,"2,3",2.3,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Porcentaje de hogares unipersonales,2022,"32,5",32.5,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Porcentaje de hogares unipersonales,2021,"32,9",32.9,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Porcentaje de hogares unipersonales,2020,31,31.0,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Porcentaje de hogares unipersonales,2019,"30,9",30.9,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Porcentaje de hogares unipersonales,2018,"31,4",31.4,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Porcentaje de hogares unipersonales,2017,"31,4",31.4,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Porcentaje de hogares unipersonales,2016,"31,5",31.5,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Población,2022,1.095,1095.0,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Población,2021,1.030,1030.0,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Población,2020,1.025,1025.0,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Población,2019,1.024,1024.0,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Población,2018,1.008,1008.0,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Población,2017,986,986.0,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Población,2016,981,981.0,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Porcentaje de población española,2022,"86,6",86.6,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Porcentaje de población española,2021,"88,4",88.4,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Porcentaje de población española,2020,89,89.0,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
Porcentaje de población española,2019,91,91.0,28079,Madrid,2807912,Madrid distrito 12,2807912005,Madrid sección 12005
